user_id,total_keystrokes,unique_keys,error_rate,HL_mean,HL_std,HL_median,IL_mean,IL_std,IL_median,PL_mean,PL_std,PL_median,RL_mean,RL_std,RL_median
1056,2846,59,0.14302920806985853,72.87821890372452,35.140101258823364,71.0195,788.889934645116,4767.332905568953,249.96249999999998,861.7681535488405,4766.180312438373,328.4975,862.2223404778638,4768.241860205063,320.999
1051,2860,59,0.020212401507365585,112.31895734265734,219.9532901846251,98.156,786.8936108391608,15961.377640520868,148.8185,899.2125681818183,15960.378288437541,243.5345,898.3894031468532,15962.80647617944,248.751
1058,8696,69,0.04836944626833006,107.96580197792089,32.89005665014929,105.029,395.1500735970561,2626.661204851745,141.2785,503.115875574977,2627.7307911484836,245.60500000000002,503.26782129714815,2629.4721589221904,250.92
1005,6984,68,0.06480985538296735,106.73551560710195,99.12572924849104,95.851,126.88811927262314,954.2282051360683,41.208,233.62363487972507,956.3087290251901,137.21800000000002,235.17452076174115,969.6928351187074,143.935
1002,5166,58,0.022331566994700958,96.19385753000387,63.682945987994344,87.9925,143.88123615950445,1343.3403098628821,48.038,240.07509368950835,1346.249275886554,135.91649999999998,240.18324854819977,1347.7486314179746,136.3985
1050,3494,50,0.11297283574511297,85.91683314253005,49.8009045094606,84.283,436.64704550658263,1953.8871033156224,151.5805,522.5638786491128,1956.1886443709088,235.08100000000002,522.7907235260446,1955.655499285781,237.0355
1057,25077,54,0.024734570061836436,120.79686864457472,47.382550710780436,119.253,165.9409560952267,1792.1739272006166,52.639,286.7378247398014,1791.3230841378577,162.769,286.89740236072896,1795.1783307429882,171.071
1003,4135,45,0.08008898776418238,97.37637484885127,44.441905486959044,92.217,401.97547400241837,2346.9800511792364,77.452,499.35184885126955,2348.1773166106173,165.304,500.28614776299884,2361.5813376931865,171.478
1004,4572,52,0.023494233233660844,81.27149037620296,34.42975843749771,79.7385,152.5433915135608,1411.7655044556234,48.515,233.81488188976377,1420.4407801429202,127.4365,234.4632038495188,1414.1640908042984,135.1725
1044,11042,76,0.0754416813196015,120.92419145082413,113.87591062164395,113.209,457.7931669081688,5411.63752508495,98.98349999999999,578.717358358993,5410.271734097714,205.5625,580.1241366600253,5419.328711212175,205.64
1043,6187,56,0.05238168172767654,73.4593961532245,140.41714767470614,64.63,512.9680649749474,3046.4189386599073,132.326,586.427461128172,3046.314127905224,201.384,588.3283074187813,3053.822866213394,198.111
1029,3237,51,0.043156961276973105,95.52557429718877,145.28964760031698,86.79,393.74039913500155,4637.078531252045,82.808,489.2659734321903,4640.193692420056,166.268,489.1640596231078,4649.6006454604585,168.971
1042,8930,66,0.0876583571720474,118.68775845464725,107.57273589641518,110.168,266.7900176931691,3412.8455085549685,22.8585,385.47777614781637,3411.2886744634343,126.6385,386.9593041433371,3422.4404268452454,134.66449999999998
1045,10134,72,0.05174511088238043,80.69798421156503,136.80149273294012,70.555,327.941543122163,2468.4100417526665,130.9405,408.6395273337281,2466.7190384095848,202.14350000000002,409.38147779751336,2479.296225310864,202.2935
1037,6795,55,0.03644356211003974,152.03944871228845,99.66851097294992,141.913,193.45245548197204,1821.1269771153811,39.334,345.4919041942605,1818.5557132978813,183.66,346.75388020603384,1825.6955941462547,182.716
1008,4413,43,0.03730366492146597,104.39591230455471,85.42777640909021,88.277,178.71123521414006,1024.2288814437345,53.607,283.1071475186948,1026.2459194579246,143.605,282.5988978019488,1049.927681293251,151.779
1001,9013,67,0.03210910652920962,89.91195040497061,45.621329355210335,80.482,126.78678164872964,1171.456330323694,32.126,216.69873205370024,1176.8463632988028,119.966,217.17442594030842,1175.3878117880483,127.923
