user_id,total_keystrokes,unique_keys,error_rate,HL_mean,HL_std,HL_median,IL_mean,IL_std,IL_median,PL_mean,PL_std,PL_median,RL_mean,RL_std,RL_median
1006,9353,69,0.0848336594911937,124.08659542392817,93.87717387336421,113.421,356.4781516091094,3452.2267237981973,34.524,480.5647470330375,3457.7674019016736,143.998,492.92960098364165,3590.8777681430356,153.558
1039,4187,61,0.060578864707202196,85.85165512299976,109.68996456810977,71.132,609.5530957726296,2525.577379110539,186.027,695.4047508956294,2521.20335368231,263.409,695.9385968473848,2542.0939686966403,267.305
1052,5813,51,0.00954165956721753,94.35475830036125,27.719777321431117,94.598,322.4964784104593,1363.3667892177373,119.133,416.85123671082056,1364.118825486825,211.214,416.6368520557371,1364.9917146215573,213.846
1055,7174,54,0.07240755107318331,117.24384067465847,91.35323606405066,108.06200000000001,229.46015263451352,3006.6044722575084,82.86,346.703993309172,3005.8858870851873,187.906,349.9021145804293,3015.2251275293825,194.3935
1063,13211,71,0.016160262138814385,99.4906351525244,81.33993839079284,84.491,382.69500060555595,1481.02557705966,116.372,482.1856357580804,1479.6361869399868,201.875,482.764036711831,1484.6443045413869,202.029
1064,17028,69,0.025300515168860893,81.36801162790698,116.32710595844442,70.99199999999999,481.3440975452196,2732.710844337566,153.43,562.7121091731266,2731.20515295136,223.788,563.2287625675358,2737.5732819624877,227.51600000000002
1007,4814,52,0.03873801916932906,99.57277710843374,109.95563181814421,83.9085,468.35743581221436,2169.085524088183,130.804,567.930212920648,2172.467224862824,219.77300000000002,569.2052222683839,2207.3586821508948,215.38150000000002
1036,2972,51,0.03880983182406206,73.11114569313594,87.55452766756946,63.418,279.55934858681024,1461.0315144331507,80.84299999999999,352.6704942799462,1460.2936343364356,142.587,353.44035834454917,1475.0365805775627,145.532
1009,3625,67,0.06039398652151373,113.98652634482757,93.31007759495739,103.89,521.4804573793103,2926.5201836849483,112.164,635.466983724138,2932.091038384229,217.08,637.6414979310345,2957.932796735513,216.055
1062,10910,63,0.014008133755083585,84.12800934922089,29.469008396211684,80.4005,356.7716112740605,2249.8643486398405,147.356,440.89962062328146,2249.3882411671243,226.237,441.00416177818516,2249.2716022019704,233.132
1054,6619,42,0.07439518948398827,98.72128569270282,82.37681737547018,94.212,245.07936606738178,2326.179997042537,67.574,343.8006517600847,2327.6810187753385,159.217,347.4186303066928,2338.3660289399336,162.233
1053,7050,59,0.06942977824709606,116.66413687943263,149.37846380324913,106.99600000000001,121.65005843971632,916.3483039371538,33.4985,238.31419531914895,916.9460977730611,142.764,245.875749929078,1021.0137305804221,148.8055
1049,8735,57,0.05157437567861023,108.57253783629079,119.28396543519565,98.416,311.8253357756153,2081.295356615083,104.049,420.3978736119061,2079.697728025591,201.495,424.18936886090444,2093.0580347167943,205.864
1047,7721,53,0.0747753145596165,94.17324025385312,80.20960225075142,84.262,281.7913496956353,2632.290282593318,85.986,375.96458994948847,2634.685643976138,170.423,382.64526343737856,2647.3674974825435,173.583
1013,6998,99,0.09726522187822495,94.00714075450128,102.42095336473794,84.2475,237.6029824235496,1040.1977133720893,89.45750000000001,331.61012317805086,1042.136296111091,175.475,333.363632609317,1063.6166107414788,175.41750000000002
1046,4265,62,0.04393633714413814,104.45455638921453,46.15193300339622,100.925,680.8573507620164,7441.3493757965425,174.63,785.3119071512309,7440.696385964233,274.891,785.3037842907385,7440.802140617942,283.838
1041,5561,49,0.009264208088366255,69.6481231792843,40.58352540569176,65.244,470.1403051609422,2021.6967816734068,174.514,539.7884283402266,2022.0955385737138,246.286,539.984259485704,2025.8620870926884,240.67
1048,5020,62,0.06343283582089554,94.99288505976095,419.7185295829633,82.90899999999999,279.2760603585657,1581.217737425076,118.535,374.26894541832667,1525.2641258198014,204.901,374.35956354581674,1639.1935986790995,206.433
1012,5186,52,0.08082240340304858,72.77708137292711,52.46039536002302,67.7715,306.1332024681836,1960.2148139340768,73.3605,378.91028384111064,1965.6833553834038,140.9355,380.39133937524105,1977.6664918706458,143.226
