user_id,platform_id,session_id,video_id,IL_Key.backspaceKey.backspace_mean,IL_Key.backspaceKey.backspace_median,IL_Key.backspaceKey.backspace_q1,IL_Key.backspaceKey.backspace_q3,IL_Key.backspaceKey.backspace_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std
1008,1,2,1,53.388,53.388,41.664,65.112,16.580239805262163,64.728,64.728,64.728,64.728,0.0,35.76014285714286,24.65,-1.079,46.900999999999996,67.0762403399509,5.891,5.891,5.891,5.891,0.0,-6.684285714285715,4.039,1.216,13.687999999999999,38.267976040523685,23.576,22.588499999999996,8.322,36.855,25.11673600078906,26.519000000000002,26.519,-60.467999999999996,113.506,123.01819515014841,11.2852,3.877,0.833,26.706,30.055083666494756,44.303399999999996,55.294999999999995,20.269,69.41499999999999,35.300002596317185,9.042857142857143,7.941,7.151999999999999,19.564,9.803363290704052
1063,1,1,2,461.5229714285714,93.521,83.26299999999999,129.87,1173.4759851853025,424.8280526315789,222.123,102.071,838.544,421.3159538862166,193.77408333333327,144.601,67.731,201.029,200.94386512766934,56.253049999999995,57.137,29.616999999999997,78.185,35.71813801576389,147.38049999999996,26.5005,11.69,53.085,393.80011979503,51.894999999999996,50.089,36.021,64.329,18.506658456641194,117.74494117647059,114.36699999999999,99.693,126.72999999999999,26.78260841355493,327.6665625,59.8015,41.729,73.43299999999999,899.1999882426577,48.75052631578948,44.659,34.402,64.481,82.46273200891582,51.80782352941177,40.455999999999996,33.89,63.901999999999994,28.276780612004114
1005,2,2,2,67.949,67.949,63.909,71.98899999999999,5.7134227919872975,179.82874999999999,108.008,95.871,120.145,197.81626331923098,2.1839999999999993,15.687999999999999,-15.613,40.158,54.49040894322596,-54.174,-54.174,-68.184,-40.164,19.81313200884706,-46.023888888888884,-40.007,-64.154,-39.94,24.47313145801148,31.8998,32.010999999999996,24.081999999999997,47.812999999999995,16.954611841619965,42.89033333333333,39.882999999999996,39.882999999999996,72.643,28.368804016618913,-32.25749999999999,-35.451499999999996,-47.736999999999995,-15.366999999999999,19.876421315216678,-19.053636363636365,-15.684999999999999,-28.583,-7.544,24.01650674962005,31.242625,-7.593,-14.724,24.026,102.36898241576537
1045,1,1,1,106.13307692307691,91.973,80.21,104.005,52.19827719320305,583.7838571428571,153.92899999999997,79.499,223.941,1287.917626768101,207.21305555555557,182.2765,75.714,257.724,179.0022144176113,105.71553333333334,75.49799999999999,46.202999999999996,127.374,141.59718216368304,96.53404545454545,77.377,65.365,85.947,80.21419349554473,83.78049999999999,64.30799999999999,38.312,103.568,78.60705517673857,213.31456250000002,169.8915,161.518,194.87099999999998,137.60274854375487,184.06533333333334,59.275,45.992999999999995,279.883,216.17436535121365,193.3735384615384,176.16899999999998,165.515,200.09199999999998,68.39136630771385,121.64417647058823,122.863,113.737,143.564,34.57950688492263
1047,2,1,3,112.19513043478258,88.271,82.49199999999999,111.446,72.0669169309799,257.03723529411764,168.297,94.124,301.282,216.80525644040824,160.31866666666667,127.756,80.607,242.047,120.07812343444772,32.0535,8.8875,5.184,34.436,57.92301021418628,110.97891176470586,13.439,-7.3069999999999995,70.11999999999999,331.89679327140306,54.85592857142858,15.692,6.454,37.109,141.27980510128134,51.21880952380953,42.924,28.921999999999997,71.00999999999999,34.62266883938765,34.677350000000004,19.189999999999998,1.3539999999999999,41.463,59.71215592920053,26.975833333333334,1.557,-23.532999999999998,37.858,99.00935725074616,46.26572000000001,21.141,-1.3439999999999999,52.772999999999996,72.21217796219231
1055,1,1,1,104.96176744186042,89.707,75.414,114.66799999999999,47.96732566417686,1003.896625,102.27799999999999,-0.9109999999999999,1240.896,1554.0865558852925,125.16618181818185,86.342,56.971999999999994,213.93099999999998,123.60915517130452,14.327499999999999,14.327499999999999,6.920999999999999,21.733999999999998,10.474372749716327,36.611866666666664,48.735,4.89,75.682,75.21348735800237,33.446999999999996,1.5235000000000003,-23.714,46.085,105.73821975152703,825.26,825.26,825.26,825.26,0.0,29.938071428571426,18.9105,1.559,53.736,33.97916118732929,132.33657142857143,114.919,28.073999999999998,244.813,136.46013375690492,8.494499999999999,8.6725,-10.59,38.861,57.28114475743499
1047,1,1,3,338.7883636363636,180.58599999999998,111.68799999999999,495.895,337.87168997543216,132.24325,88.679,77.664,99.69399999999999,111.58832528950627,581.3086363636364,221.292,178.97799999999998,632.919,710.3607728692896,71.047,71.047,8.465,133.629,88.50431316043303,834.6239999999999,199.49699999999999,150.878,1669.664,1066.8908300396997,178.69971428571426,10.609,9.846,155.069,386.11543482604367,142.5775,120.288,45.44,195.136,141.98050759523292,122.36233333333332,66.632,38.162,193.65099999999998,128.3086762517121,93.99157142857143,62.117,50.244,110.667,114.72942567167492,65.9815,38.807,19.493,85.226,84.05682985569281
1004,3,1,3,127.39741666666667,92.121,80.932,104.804,119.09076466174737,775.5633999999999,31.497999999999998,15.747,47.821999999999996,1681.5063877548307,754.2618,8.341999999999999,-7.524,48.111,1671.7179651345798,-31.798,-31.798,-31.798,-31.798,0.0,0.3675000000000026,-7.071999999999999,-7.478,0.643,37.26455609365477,84.00425000000001,127.219,126.396,128.042,92.72942964839514,-41.626599999999996,-40.303,-40.655,-31.793999999999997,18.474635701415064,0.504,0.504,0.504,0.504,0.0,3.6868000000000003,16.112,-6.5329999999999995,16.331,38.61493188780734,155.94249999999997,91.929,88.505,95.353,135.97521535069052
1051,3,2,2,165.04709090909088,110.842,100.996,123.473,176.99052751627954,43.650999999999996,43.650999999999996,43.650999999999996,43.650999999999996,0.0,1349.165,1349.165,1349.165,1349.165,0.0,-16.892,-16.892,-18.762,-15.021999999999998,2.644579361637689,25.618,25.618,25.618,25.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.328249999999997,24.021499999999996,22.881999999999998,25.160999999999998,18.815332318351434,44.032,44.032,44.032,44.032,0.0,99.839,99.839,99.839,99.839,0.0
1041,1,1,3,94.431,94.431,94.431,94.431,0.0,654.1436666666667,150.8635,77.693,655.727,1094.9232953356443,3671.1299999999997,561.697,453.496,838.781,9297.360512980471,165.88183333333333,120.672,84.413,201.709,126.5490713224189,42.7235,43.945499999999996,38.576,48.936,15.752461694242314,174.85924999999997,209.7865,171.25799999999998,248.315,116.98032141454391,249.32933333333332,149.24699999999999,149.24699999999999,450.813,174.4912200952625,132.66649999999998,104.8485,90.743,118.954,136.0968665289543,139.8254,134.272,130.92499999999998,141.72899999999998,40.59339197825183,119.57433333333331,116.1825,106.627,123.49799999999999,22.887120165426378
