user_id,platform_id,IL_Key.backspaceKey.backspace_mean,IL_Key.backspaceKey.backspace_median,IL_Key.backspaceKey.backspace_q1,IL_Key.backspaceKey.backspace_q3,IL_Key.backspaceKey.backspace_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_in_mean,IL_in_median,IL_in_q1,IL_in_q3,IL_in_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std
1039,3,203.11348313043473,113.11488,102.502912,157.21318399999998,268.20904182605307,530.6453699047619,250.680064,151.01312,550.892032,819.0103506220889,524.5191975384615,485.827072,183.75321599999998,624.423936,404.8454435164872,96.06409846153846,87.097088,41.106944,101.57311999999999,79.0387075068957,91.47695999999999,85.67539199999999,58.823167999999995,120.430848,52.97369509839762,168.44171130434782,160.338176,133.14790399999998,186.294784,93.20685301767512,230.2559085714285,210.448128,178.33599999999998,250.722048,74.61883526283981,194.47997741176468,93.654528,56.425984,260.24089599999996,227.54368117853122,206.43243054545454,196.56448,148.756992,247.633152,92.03350676329237,96.1193516521739,81.769984,49.694976,159.51999999999998,62.96683463133975
1057,1,157.77392238229376,92.143872,82.25792,112.26700799999999,376.83685422051593,229.85522317241376,88.62182399999999,19.420928,256.492032,445.81187597759606,276.49445638095233,60.836479999999995,22.61504,180.02099199999998,1158.2016081319343,29.620493356521752,2.618112,-14.733823999999998,34.545919999999995,127.98534386969804,16.078344569037657,1.728,-28.336896,45.330175999999994,83.81141829911518,-51.355558752293575,-67.584,-99.868928,-15.902975999999999,71.97555451467586,-11.212587115789471,-35.499007999999996,-56.43904,-2.217984,91.34101731310969,28.573091047619045,7.729407999999999,-11.856128,45.673984,86.46744223709504,43.77676630463576,19.017984,1.22496,55.11808,93.50979184589416,-7.562219789473683,-25.04256,-64.08192,7.1229439999999995,170.12915290188883
1006,3,165.9706899541985,91.992064,82.585088,110.82112,368.42293221261696,176.34151040000003,17.91552,-0.449024,88.429056,524.5711097545462,104.0158391794872,12.107007999999999,-15.407103999999999,36.265983999999996,540.735524893935,5.8133199999999965,-44.93952,-68.133888,4.086016,206.54136161277538,-15.450050782608697,-35.42156799999999,-60.647168,-6.398975999999999,116.45540847088432,-12.684497454545454,-11.15456,-26.957055999999998,4.050943999999999,42.45176047672934,-58.79535831578946,-67.874048,-71.87609599999999,-38.723071999999995,34.53186724512475,-36.291456,-29.560575999999998,-76.131072,6.758912,47.31072108267884,21.40501102702703,20.08192,-18.776063999999998,64.626944,56.02515036525761,2.1329478620689635,-20.050943999999998,-30.791936,23.688959999999998,50.94233343571547
1043,2,220.0605180289855,100.15039999999999,90.044928,132.84608,707.129519706599,442.81766400000004,188.650624,96.75904,407.250944,856.3632342651408,475.26012509090907,214.14156799999998,154.319872,378.202112,1008.6299008207167,70.15433599999999,59.563903999999994,52.972032,74.99776,40.24975975593811,94.64918109090905,63.477503999999996,48.902912,88.130048,104.86005499430564,101.0950797241379,81.905152,63.126016,96.14694399999999,96.8872981206153,114.61850156521741,106.726912,101.16095999999999,125.76793599999999,24.425101628303068,112.67876923076923,51.944576,37.91488,75.0848,380.8332309608121,134.4608946086956,82.56358399999999,62.486784,124.025088,225.158337252031,101.29841852631576,103.29305599999999,82.404096,117.60896,36.86972920995471
1013,1,199.03383551999994,94.509056,80.961024,159.38304,295.66576031044843,764.7570070588235,84.70886399999999,51.420159999999996,150.74918399999999,4424.4410646942,161.1148484923077,89.9648,69.263104,154.936064,206.032454168427,127.50693790476195,72.42956799999999,55.424,115.74784,148.45188153737496,48.91082805194805,39.576063999999995,19.124223999999998,53.817088,61.241800772586295,10.213537185185189,-3.868928,-36.701952,46.751999999999995,70.52321401822445,116.97495373913044,117.168,107.78214399999999,127.137024,15.021006268927712,35.10436493617021,28.82304,7.875839999999999,50.780927999999996,41.08867785954923,56.84697173333333,59.06752,38.771968,68.53785599999999,31.220169268348844,75.79133629629631,102.82598399999999,12.51712,122.60403199999999,59.86585060712322
1001,3,159.99920640000002,88.546176,87.37305599999999,103.801088,315.6227086117663,223.79132342857147,56.10048,7.971839999999999,111.97695999999999,438.72960368701274,63.386869759999975,40.072959999999995,24.01792,64.339968,109.36272165304494,31.450303999999996,4.10944,-7.592192,15.941887999999999,164.4973488602114,6.657891265306122,7.809024,-15.26784,16.029951999999998,37.75341400082353,12.34576,3.4775039999999997,-7.549951999999999,23.920128,42.01908256307284,-38.193152000000005,-39.730176,-48.033024,-23.479039999999998,17.48740699722958,12.491690666666669,8.051456,-23.486976,32.071168,59.175493982554755,99.22503876923075,15.456,-7.451904,47.809024,393.7189301655856,-6.560836682926828,-7.438079999999999,-23.216896,8.043008,28.608212964806928
1007,3,231.09199359999997,80.013056,69.71007999999999,99.069952,846.2336144012404,500.72032256000006,233.931008,146.47296,363.975168,948.6447920301013,479.65812053333326,155.164032,89.019904,249.015808,1093.0573307805014,39.4097408,27.6,17.635072,52.210944,38.52033077537305,164.55872,36.496896,20.530943999999998,60.418048,545.6696852763044,127.25561343999998,62.813952,43.154944,85.84396799999999,202.06753576362098,210.99909389473686,157.100032,150.825984,188.809984,192.33911452726164,39.67956744827587,37.833984,20.02688,57.471999999999994,27.78014019499944,132.55708342857142,86.545536,68.04992,176.798208,86.87894052903714,92.83019199999998,61.317504,31.038975999999998,115.75398399999999,105.6169692251177
1058,3,201.77023085714288,117.992064,105.997056,130.141952,294.4799777882617,363.86142455172416,266.718976,52.173823999999996,353.889024,480.1496265382413,535.458816,107.394048,52.627199999999995,784.091136,781.3431031753084,580.1709271578948,63.175936,25.219072,198.429952,1843.2304024244834,154.02815727659575,65.79711999999999,27.365887999999998,114.34316799999999,536.5551003910208,167.85548799999998,120.97344,65.118976,214.279936,131.48832601081332,179.15929599999998,178.259968,166.92300799999998,190.018048,16.14450918662614,44.21111854545454,33.737472,18.51904,66.456064,36.2024674396059,112.33700977777775,59.647999999999996,11.633151999999999,139.489024,174.9353454123101,56.7983415652174,54.254847999999996,34.93504,74.26508799999999,39.68628896847162
1063,1,297.8631213714286,87.790976,80.23091199999999,104.993792,930.2996582830959,647.9938077377049,430.230016,118.556928,862.490112,1039.6061110603853,529.3594034716981,196.209408,82.249984,590.924032,1159.113370102751,59.26564977777778,36.978176,17.585919999999998,64.208896,142.32549985401562,107.31320721568625,25.235968,10.788864,56.471039999999995,309.2285386670077,118.73717169230778,49.104896,36.020992,66.27891199999999,486.6368488494199,197.9722689122807,120.642944,106.32089599999999,143.508992,288.2229605313245,295.37573042424236,45.486592,28.5632,67.247104,2178.9377257001815,59.66446933333334,34.125056,-27.890943999999998,62.317055999999994,188.25425040557099,85.0696367407407,43.51296,29.121792,63.901951999999994,274.68857282691135
1057,3,104.15919556554307,85.926144,77.506816,96.873984,76.14504689223425,313.52923533812947,101.388032,24.4672,271.86713599999996,924.6286412499412,309.6384253023256,73.492096,6.51392,258.950912,875.13253102596,19.73804972972974,3.902976,-23.625984,34.220031999999996,94.8681726418106,3.0351476363636363,-4.211584,-39.756032,28.390144,73.11516458903687,-52.86400248543694,-61.227008,-103.81696,-15.354111999999999,82.7085020880699,-43.448543418181806,-51.91488,-79.972096,-30.214911999999998,58.90029602791811,16.32524724260355,-3.570944,-23.771136,31.900927999999997,93.55629412732685,92.8418971151515,15.484928,-7.279103999999999,41.223935999999995,748.2987691488357,-9.166432000000002,-16.128895999999997,-52.62208,14.768896,131.8935337387027
